InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
41_LARNWICK_5232,41,5232,DeKuyper Buttershots Schnaps,1.75L,1,16.99,16.99,1/5/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
7_STANMORE_23249,7,23249,Rosemount Gewurz/Rsl,750mL,1,9.99,9.99,1/2/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
35_HALIVAARA_2148,35,2148,Canadian Mist Traveler,750mL,2,15.98,7.99,1/2/2016,750,1,1.57,1128,BROWN-FORMAN CORP          
76_DONCASTER_4148,76,4148,Fattoria de Limone,750mL,1,15.99,15.99,1/29/2016,750,1,0.79,10754,PERFECTA WINES             
67_EANVERNESS_21834,67,21834,Meiomi Chard,750mL,2,35.98,17.99,1/31/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
32_MOUNTMEND_5403,32,5403,Amaretto di Amore,750mL,2,19.98,9.99,1/22/2016,750,1,1.57,660,SAZERAC NORTH AMERICA INC. 
67_EANVERNESS_25932,67,25932,Gabbiano Chianti Clsc,750mL,2,19.98,9.99,1/31/2016,750,2,0.22,9819,TREASURY WINE ESTATES      
31_HORNSEY_497,31,497,Capt Morgan Spiced Rum,Liter,20,399.8,19.99,1/20/2016,1000,1,21.0,3960,DIAGEO NORTH AMERICA INC   
14_BROMWICH_2975,14,2975,Bird Dog Blackberry Whiskey,750mL,1,14.99,14.99,1/5/2016,750,1,0.79,9625,WESTERN SPIRITS BEVERAGE CO
73_DONCASTER_15194,73,15194,Billecart-Salmon Brut Rose,750mL,1,75.99,75.99,1/1/2016,750,2,0.11,10754,PERFECTA WINES             
36_LEWES_3545,36,3545,Ketel One Vodka,1.75L,1,29.99,29.99,1/29/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
53_HILLFAR_1623,53,1623,Bulleit 95 Rye,375mL,1,14.99,14.99,1/25/2016,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   
10_HORNSEY_2890,10,2890,Four Roses Bourbon,750mL,1,26.99,26.99,2/4/2016,750,1,0.79,9552,M S WALKER INC             
24_PALPERROTH_8726,24,8726,Baileys Irish Cream,50mL,2,3.98,1.99,1/31/2016,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   
67_EANVERNESS_41213,67,41213,A to Z Pnt Nr Ore,750mL,1,17.99,17.99,1/3/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
66_EANVERNESS_8023,66,8023,DeKuyper Triple Sec,750mL,3,14.97,4.99,1/17/2016,750,1,2.36,12546,JIM BEAM BRANDS COMPANY    
54_GUTHRAM_3677,54,3677,Shady Fruit Valencia Orange,750mL,1,11.99,11.99,1/8/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
56_BEGGAR'S HOLE_41159,56,41159,Phillips Earthquake Ld Znfdl,750mL,3,77.97,25.99,1/26/2016,750,2,0.34,4425,MARTIGNETTI COMPANIES
15_WANBORNE_25711,15,25711,Alexander Vly Vyd Cab Svgn,750mL,4,79.96,19.99,2/1/2016,750,2,0.45,7153,PINE STATE TRADING CO      
31_HORNSEY_3630,31,3630,Stolichnaya Razberi,1.75L,2,53.98,26.99,1/6/2016,1750,1,3.67,8664,"STOLI GROUP,(USA) LLC      "
1_HARDERSFIELD_3300,1,3300,Smirnoff Sorbet Mango/Pasion,50mL,5,4.95,0.99,1/21/2016,50,1,0.26,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_32831,66,32831,Carpineto Dogajolo Tuscan Rd,750mL,10,99.9,9.99,1/8/2016,750,2,1.12,9165,ULTRA BEVERAGE COMPANY LLP 
39_EASTHALLOW_24419,39,24419,Bonterra Mendocino Org Chard,750mL,2,23.98,11.99,1/28/2016,750,2,0.22,9165,ULTRA BEVERAGE COMPANY LLP 
15_WANBORNE_23271,15,23271,Darkhorse Merlot,750mL,1,7.99,7.99,1/27/2016,750,2,0.11,3252,E & J GALLO WINERY         
13_TARMSWORTH_8103,13,8103,Sauza Gold Tequila,50mL,5,4.95,0.99,1/29/2016,50,1,0.26,12546,JIM BEAM BRANDS COMPANY    
15_WANBORNE_44915,15,44915,Broadbent Vinho Verde Wh,750mL,8,95.92,11.99,1/21/2016,750,2,0.9,90024,VINILANDIA USA             
76_DONCASTER_29352,76,29352,Elk Cove Pnt Gris Ore,750mL,2,37.98,18.99,1/6/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
16_LUNDY_5365,16,5365,Kahlua,750mL,1,19.99,19.99,2/27/2016,750,1,0.79,17035,PERNOD RICARD USA          
75_BARNCOMBE_2127,75,2127,Canadian Ltd,1.75L,2,20.98,10.49,1/27/2016,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. 
67_EANVERNESS_24771,67,24771,Les Darons Lang J Carrel Rou,750mL,1,12.99,12.99,1/14/2016,750,2,0.11,10754,PERFECTA WINES             
55_DRY GULCH_24829,55,24829,Cecchi Chianti Classico,750mL,1,10.99,10.99,1/17/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
66_EANVERNESS_40051,66,40051,Concannon Select Vyds Pnt Nr,750mL,1,7.99,7.99,1/3/2016,750,2,0.11,9815,WINE GROUP INC             
73_DONCASTER_8135,73,8135,Choco Lat Liqueur,750mL,2,21.98,10.99,1/27/2016,750,1,1.57,9552,M S WALKER INC             
78_EASTHAVEN_4959,78,4959,Bacardi Tangerine,50mL,2,1.98,0.99,1/6/2016,50,1,0.1,480,BACARDI USA INC            
59_CLAETHORPES_23950,59,23950,Ch Haut-Robert 10,750mL,2,21.98,10.99,1/23/2016,750,2,0.22,7153,PINE STATE TRADING CO      
72_HARDERSFIELD_23595,72,23595,Almaden Burgundy B/B,5L,1,16.99,16.99,1/6/2016,5000,2,0.75,9815,WINE GROUP INC             
42_BLACK HOLLOW_8023,42,8023,DeKuyper Triple Sec,750mL,1,4.99,4.99,1/24/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
40_BULLMAR_5872,40,5872,Godiva Chocolate Liqueur,50mL,2,5.98,2.99,1/26/2016,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   
77_TAMWORTH_1380,77,1380,Bulleit 95 Rye,1.75L,1,49.99,49.99,1/30/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
76_DONCASTER_19940,76,19940,Bogle Petite Sirah,750mL,2,27.98,13.99,1/14/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
76_DONCASTER_14393,76,14393,Ch Montaud Cotes de Prov Rse,750mL,2,23.98,11.99,1/23/2016,750,2,0.22,7153,PINE STATE TRADING CO      
59_CLAETHORPES_18152,59,18152,Banfi Centine Mntcln Tscna,750mL,3,23.97,7.99,1/26/2016,750,2,0.34,516,BANFI PRODUCTS CORP        
50_MOUNTMEND_4296,50,4296,Ronrico Silver Rum,1.75L,1,12.99,12.99,1/23/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
56_BEGGAR'S HOLE_7969,56,7969,Sandeman Founders RSV Port,750mL,1,14.99,14.99,1/17/2016,750,2,0.11,17035,PERNOD RICARD USA          
69_MOUNTMEND_4219,69,4219,Commander Quincy's Rum Toddy,750mL,1,13.99,13.99,1/22/2016,750,1,0.79,7153,PINE STATE TRADING CO      
13_TARMSWORTH_3614,13,3614,Finlandia Vodka,1.75L,3,68.97,22.99,2/2/2016,1750,1,5.51,1128,BROWN-FORMAN CORP          
55_DRY GULCH_5356,55,5356,Kahlua,375mL,1,9.99,9.99,1/28/2016,375,1,0.39,17035,PERNOD RICARD USA          
19_WINTERVALE_15393,19,15393,Cupcake Pnt Grigio,750mL,4,31.96,7.99,2/8/2016,750,2,0.45,9815,WINE GROUP INC             
76_DONCASTER_18568,76,18568,A by Acacia Unoaked Chard Ca,750mL,1,9.99,9.99,1/23/2016,750,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
79_BALLYMENA_8368,79,8368,Bacardi Superior Rum,100mL,5,9.95,1.99,1/18/2016,100,1,0.52,480,BACARDI USA INC            
6_GOULCREST_2517,6,2517,Balvenie 14 Yr Caribean Cask,750mL,1,67.99,67.99,1/16/2016,750,1,0.79,3664,WILLIAM GRANT & SONS INC   
60_IRRAGIN_18856,60,18856,Barefoot Refresh Sweet White,750mL,1,5.99,5.99,1/6/2016,750,2,0.11,3252,E & J GALLO WINERY         
2_ASHBORNE_3243,2,3243,Burnetts Vodka,1.75L,1,12.49,12.49,1/16/2016,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
13_TARMSWORTH_661,13,661,Red Stag by Jim Beam,750mL,2,28.98,14.49,2/14/2016,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    
66_EANVERNESS_2723,66,2723,J & B Rare,1.75L,1,29.99,29.99,1/3/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_3924,34,3924,Espolon Blanco Tequila,750mL,1,23.99,23.99,1/1/2016,750,1,0.79,11567,CAMPARI AMERICA            
4_EANVERNESS_25036,4,25036,Albola Pinot Grigio,750mL,1,10.99,10.99,1/4/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
73_DONCASTER_2586,73,2586,Jameson Irish Whiskey,50mL,18,53.82,2.99,1/28/2016,50,1,0.94,17035,PERNOD RICARD USA          
14_BROMWICH_3598,14,3598,Ice Pik Vodka,750mL,2,27.98,13.99,2/27/2016,750,1,1.57,8150,SEA HAGG DISTILLERY LLC    
15_WANBORNE_2593,15,2593,James Oliver American Whisky,750mL,1,29.99,29.99,2/12/2016,750,1,0.79,5455,MARSALLE COMPANY           
79_BALLYMENA_1384,79,1384,Bulleit 95 Rye,750mL,1,25.99,25.99,1/26/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
74_PAENTMARWY_3689,74,3689,Stolichnaya Vanil,750mL,1,17.99,17.99,1/16/2016,750,1,0.79,8664,"STOLI GROUP,(USA) LLC      "
31_HORNSEY_3663,31,3663,Tarantula Azul Tequila,750mL,1,13.99,13.99,1/23/2016,750,1,0.79,5992,MCCORMICK DISTILLING CO    
2_ASHBORNE_34904,2,34904,Smoking Loon Chard,750mL,3,29.97,9.99,1/10/2016,750,2,0.34,9552,M S WALKER INC             
12_LEESIDE_38370,12,38370,Oyster Bay Svgn Bl Marlboro,750mL,2,25.98,12.99,1/25/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
2_ASHBORNE_11219,2,11219,Josh Cellars Cab Svgn Sonoma,750mL,2,29.98,14.99,1/21/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
35_HALIVAARA_3896,35,3896,Zhenka Vodka,375mL,1,3.29,3.29,1/14/2016,375,1,0.39,9552,M S WALKER INC             
56_BEGGAR'S HOLE_19656,56,19656,Manifesto! Chard No Cst,750mL,1,8.99,8.99,1/29/2016,750,2,0.11,653,STATE WINE & SPIRITS   
12_LEESIDE_4198,12,4198,Sailor Jerry Spiced Navy Rum,1.75L,1,24.99,24.99,1/22/2016,1750,1,1.84,3664,WILLIAM GRANT & SONS INC   
38_GOULCREST_18134,38,18134,Joel Gott Alakai Red,750mL,1,13.99,13.99,1/8/2016,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   
23_ARBINGTON_2794,23,2794,Bird Dog Bourbon,750mL,1,14.99,14.99,1/14/2016,750,1,0.79,9625,WESTERN SPIRITS BEVERAGE CO
69_MOUNTMEND_23293,69,23293,Ch Pavie Macquin St Emiln 11,750mL,10,819.9,81.99,1/29/2016,750,2,1.12,2000,SOUTHERN WINE & SPIRITS NE 
61_AETHELNEY_2183,61,2183,McClelland Highland Single,750mL,1,18.99,18.99,1/28/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
23_ARBINGTON_2690,23,2690,Black Velvet Reserve,750mL,3,29.97,9.99,1/20/2016,750,1,2.36,1392,CONSTELLATION BRANDS INC   
18_FURNESS_4227,18,4227,Bacardi Superior Rum Trav,1.75L,1,17.99,17.99,2/18/2016,1750,1,1.84,480,BACARDI USA INC            
56_BEGGAR'S HOLE_2757,56,2757,Johnnie Walker Red Label,1.75L,1,29.99,29.99,1/23/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
12_LEESIDE_36161,12,36161,Ch Ste Michelle Pnt Gris Was,750mL,1,8.99,8.99,2/9/2016,750,2,0.11,8673,STE MICHELLE WINE ESTATES  
18_FURNESS_6854,18,6854,Carlo Rossi Burgundy Calif,4L,1,14.99,14.99,2/2/2016,4000,2,0.6,3252,E & J GALLO WINERY         
51_ABERDEEN_10874,51,10874,Cantine Maschio Prosecco Brt,750mL,1,10.99,10.99,1/24/2016,750,2,0.11,516,BANFI PRODUCTS CORP        
25_CAERSHIRE_4089,25,4089,Capt Morgan White,1.75L,2,49.98,24.99,1/25/2016,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   
47_PELLA'S WISH_2114,47,2114,Black Velvet Canadian Whisky,1.75L,1,12.99,12.99,1/24/2016,1750,1,1.84,1392,CONSTELLATION BRANDS INC   
69_MOUNTMEND_8691,69,8691,Jose Cuervo Especial,750mL,1,16.99,16.99,1/7/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
34_PITMERDEN_4227,34,4227,Bacardi Superior Rum Trav,1.75L,5,89.95,17.99,1/12/2016,1750,1,9.19,480,BACARDI USA INC            
76_DONCASTER_24672,76,24672,Bolla Merlot,1.5L,1,12.99,12.99,1/7/2016,1500,2,0.22,516,BANFI PRODUCTS CORP        
28_LARNWICK_38546,28,38546,Mark West Pnt Nr Sonoma,750mL,2,19.98,9.99,1/9/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
33_HORNSEY_36770,33,36770,Yellow Tail Cab Svgn Ausl,1.5L,5,44.75,8.95,1/3/2016,1500,2,1.12,4425,MARTIGNETTI COMPANIES
43_WOLFORD_6857,43,6857,Sutter Home Wh Znfdl,1.5L,2,15.9,7.95,1/20/2016,1500,2,0.45,8892,TRINCHERO FAMILY ESTATES   
6_GOULCREST_39654,6,39654,Sutter Home Pnt Grigio Cal,1.5L,2,19.98,9.99,1/24/2016,1500,2,0.45,8892,TRINCHERO FAMILY ESTATES   
66_EANVERNESS_12771,66,12771,Joel Gott Cab Svgn 815,750mL,7,97.93,13.99,1/16/2016,750,2,0.79,8892,TRINCHERO FAMILY ESTATES   
7_STANMORE_4252,7,4252,Bacardi Limon Rum,50mL,2,1.98,0.99,1/4/2016,50,1,0.1,480,BACARDI USA INC            
2_ASHBORNE_6319,2,6319,Santa Cristina Toscana,750mL,2,21.98,10.99,1/3/2016,750,2,0.22,8673,STE MICHELLE WINE ESTATES  
39_EASTHALLOW_3221,39,3221,Pinnacle Raspberry Vodka,750mL,1,10.99,10.99,1/6/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
74_PAENTMARWY_13709,74,13709,Jam Jar Sweet Shiraz,750mL,2,23.98,11.99,1/22/2016,750,2,0.22,9552,M S WALKER INC             
7_STANMORE_11827,7,11827,Cupcake Merlot,750mL,1,8.49,8.49,1/10/2016,750,2,0.11,9815,WINE GROUP INC             
10_HORNSEY_4198,10,4198,Sailor Jerry Spiced Navy Rum,1.75L,5,144.95,28.99,2/4/2016,1750,1,9.19,3664,WILLIAM GRANT & SONS INC   
14_BROMWICH_4296,14,4296,Ronrico Silver Rum,1.75L,1,12.99,12.99,1/10/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
15_WANBORNE_4391,15,4391,Matusalem Gran Reserva Rum,750mL,1,29.99,29.99,1/15/2016,750,1,0.79,7245,PROXIMO SPIRITS INC.       
6_GOULCREST_20255,6,20255,Breca OV Garnacha Calatayud,750mL,1,13.99,13.99,1/20/2016,750,2,0.11,9552,M S WALKER INC             
13_TARMSWORTH_3893,13,3893,Zhenka 80 Proof,1.75L,2,19.98,9.99,1/9/2016,1750,1,3.67,9552,M S WALKER INC             
40_BULLMAR_41713,40,41713,Fish Eye Merlot,750mL,1,4.99,4.99,1/4/2016,750,2,0.11,9815,WINE GROUP INC             
77_TAMWORTH_3606,77,3606,Smirnoff Raspberry Vodka,50mL,8,7.92,0.99,1/14/2016,50,1,0.42,3960,DIAGEO NORTH AMERICA INC   
34_PITMERDEN_45294,34,45294,C K Mondavi Willw Pnt Grigio,1.5L,1,10.99,10.99,1/6/2016,1500,2,0.22,2000,SOUTHERN WINE & SPIRITS NE 
79_BALLYMENA_34870,79,34870,Arca Nova Vinho Verde,750mL,1,10.99,10.99,1/30/2016,750,2,0.11,10754,PERFECTA WINES             
8_ALNERWICK_27735,8,27735,Bogle Cab Svgn Cal,750mL,2,27.98,13.99,1/10/2016,750,2,0.22,4425,MARTIGNETTI COMPANIES
72_HARDERSFIELD_3626,72,3626,Sauza Extra Gold Tequila,750mL,3,44.97,14.99,1/26/2016,750,1,2.36,12546,JIM BEAM BRANDS COMPANY    
59_CLAETHORPES_1378,59,1378,Jim Beam,375mL,2,18.98,9.49,1/19/2016,375,1,0.79,12546,JIM BEAM BRANDS COMPANY    
45_VERITAS_4263,45,4263,Capt Morgan Silver Spicd Rum,750mL,1,16.99,16.99,1/13/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
67_EANVERNESS_22171,67,22171,Lucienne Smith Vyd Pnt Nr,750mL,1,44.99,44.99,1/30/2016,750,2,0.11,7153,PINE STATE TRADING CO      
35_HALIVAARA_889,35,889,DeKuyper Sour Apple Pucker,Liter,2,25.98,12.99,1/8/2016,1000,1,2.1,12546,JIM BEAM BRANDS COMPANY    
75_BARNCOMBE_2672,75,2672,Dewars White Label,50mL,3,6.87,2.29,1/14/2016,50,1,0.16,480,BACARDI USA INC            
31_HORNSEY_3150,31,3150,Svedka Mango Pineapple Vodka,750mL,1,10.99,10.99,1/7/2016,750,1,0.79,1392,CONSTELLATION BRANDS INC   
1_HARDERSFIELD_34825,1,34825,J Vineyards Pnt Gris,750mL,2,29.98,14.99,2/10/2016,750,2,0.22,3252,E & J GALLO WINERY         
55_DRY GULCH_1233,55,1233,Jack Daniels No 7 Black,1.75L,6,215.94,35.99,1/30/2016,1750,1,11.02,1128,BROWN-FORMAN CORP          
50_MOUNTMEND_24788,50,24788,Gentleman's Collection Cab S,750mL,3,41.97,13.99,1/29/2016,750,2,0.34,4425,MARTIGNETTI COMPANIES
79_BALLYMENA_5776,79,5776,Malibu Black,1.75L,1,22.99,22.99,1/29/2016,1750,1,1.84,17035,PERNOD RICARD USA          
76_DONCASTER_3511,76,3511,New Amsterdam Vodka,750mL,1,9.99,9.99,1/13/2016,750,1,0.79,3252,E & J GALLO WINERY         
59_CLAETHORPES_3050,59,3050,Bowman Vodka,1.75L,3,26.97,8.99,1/29/2016,1750,1,5.51,8004,SAZERAC CO INC             
47_PELLA'S WISH_4413,47,4413,Casamigos Blanco,50mL,1,1.99,1.99,1/18/2016,50,1,0.05,6213,MHW LTD                    
27_MOUNTMEND_8171,27,8171,Leroux Blackberry Brandy,50mL,3,2.97,0.99,1/28/2016,50,1,0.16,12546,JIM BEAM BRANDS COMPANY    
60_IRRAGIN_46458,60,46458,Layer Cake Barosa Shiraz,750mL,1,15.99,15.99,1/6/2016,750,2,0.11,4425,MARTIGNETTI COMPANIES
10_HORNSEY_3746,10,3746,Gordons Vodka 80 Proof,1.75L,2,25.98,12.99,1/2/2016,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   
12_LEESIDE_3243,12,3243,Burnetts Vodka,1.75L,1,10.49,10.49,2/21/2016,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   
51_ABERDEEN_8066,51,8066,DeKuyper Triple Sec,1.75L,1,8.99,8.99,1/5/2016,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    
15_WANBORNE_3268,15,3268,Pinnacle CranApple Vodka,750mL,1,9.99,9.99,2/17/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
69_MOUNTMEND_40337,69,40337,Da Vinci Chianti Tuscany,750mL,5,52.45,10.49,1/31/2016,750,2,0.56,3252,E & J GALLO WINERY         
7_STANMORE_13258,7,13258,ChocoVine,750mL,1,12.99,12.99,1/11/2016,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_2788,1,2788,Laphroaig 10 Yr Single Malt,750mL,1,44.99,44.99,1/21/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
66_EANVERNESS_3397,66,3397,Ciroc Red Berry Vodka,750mL,1,28.99,28.99,1/28/2016,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   
41_LARNWICK_8068,41,8068,Absolut 80 Proof,1.75L,13,337.87,25.99,1/23/2016,1750,1,23.89,17035,PERNOD RICARD USA          
56_BEGGAR'S HOLE_46447,56,46447,Gascon Malbec Mendoza,750mL,6,71.94,11.99,1/29/2016,750,2,0.68,3252,E & J GALLO WINERY         
44_PORTHCRAWL_8910,44,8910,Finlandia Vodka,50mL,5,4.95,0.99,1/9/2016,50,1,0.26,1128,BROWN-FORMAN CORP          
71_CLARCTON_7221,71,7221,M & R Sweet Vermouth,1.5L,1,10.49,10.49,1/4/2016,1500,2,0.22,480,BACARDI USA INC            
73_DONCASTER_35471,73,35471,R M Woodbridge Pnt Grigio,750mL,1,7.99,7.99,1/26/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
25_CAERSHIRE_34439,25,34439,Toad Hollow Mendocino Chard,750mL,1,13.99,13.99,1/5/2016,750,2,0.11,9552,M S WALKER INC             
15_WANBORNE_8474,15,8474,1800 Reposado Gold Tequila,1.75L,1,32.99,32.99,2/18/2016,1750,1,1.84,7245,PROXIMO SPIRITS INC.       
11_CARDEND_36850,11,36850,Frey Svgn Bl Organic Mendcno,750mL,1,13.99,13.99,1/12/2016,750,2,0.11,10754,PERFECTA WINES             
31_HORNSEY_2436,31,2436,Crown Royal,375mL,2,29.98,14.99,1/12/2016,375,1,0.79,3960,DIAGEO NORTH AMERICA INC   
11_CARDEND_16610,11,16610,Leese-Fitch Cab Svgn,750mL,1,10.99,10.99,1/28/2016,750,2,0.11,653,STATE WINE & SPIRITS   
6_GOULCREST_23279,6,23279,Turnbull Syrah 11,750mL,1,24.99,24.99,1/29/2016,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE 
69_MOUNTMEND_40545,69,40545,Whitehaven Svgn Bl Marlboro,750mL,1,14.99,14.99,1/22/2016,750,2,0.11,3252,E & J GALLO WINERY         
2_ASHBORNE_3246,2,3246,Bentley's Vodka,1.75L,2,17.58,8.79,1/2/2016,1750,1,3.67,8004,SAZERAC CO INC             
15_WANBORNE_29649,15,29649,St Hilaire Blanc de Blancs,750mL,1,16.99,16.99,2/7/2016,750,2,0.11,9552,M S WALKER INC             
56_BEGGAR'S HOLE_4363,56,4363,Capt Morgan Black Spiced Rum,1.75L,1,32.99,32.99,1/16/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
22_SHARNWICK_24188,22,24188,St Francis Cab Svgn Sonoma,750mL,5,84.95,16.99,1/16/2016,750,2,0.56,4692,KOBRAND CORPORATION        
38_GOULCREST_20475,38,20475,Hayes Valley Cab Svgn CC,750mL,2,19.98,9.99,1/29/2016,750,2,0.22,653,STATE WINE & SPIRITS   
40_BULLMAR_4385,40,4385,Parrot Bay 90 Coconut Capt,1.75L,1,24.99,24.99,1/15/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
74_PAENTMARWY_6266,74,6266,Gallo Fairbanks Sherry,1.5L,1,7.79,7.79,1/23/2016,1500,2,0.22,3252,E & J GALLO WINERY         
66_EANVERNESS_3687,66,3687,Fleischmanns Royal Traveler,750mL,1,5.99,5.99,1/7/2016,750,1,0.79,660,SAZERAC NORTH AMERICA INC. 
60_IRRAGIN_35959,60,35959,Stags Leap Winery Cab Svgn,750mL,3,149.97,49.99,1/3/2016,750,2,0.34,9819,TREASURY WINE ESTATES      
42_BLACK HOLLOW_2663,42,2663,Dewars White Label,1.75L,1,39.99,39.99,1/11/2016,1750,1,1.84,480,BACARDI USA INC            
1_HARDERSFIELD_38181,1,38181,Rex Goliath Pnt Nr,750mL,2,11.98,5.99,1/23/2016,750,2,0.22,1392,CONSTELLATION BRANDS INC   
66_EANVERNESS_36380,66,36380,Sebastiani Znfdl Sonoma Cnty,750mL,3,29.97,9.99,1/4/2016,750,2,0.34,4425,MARTIGNETTI COMPANIES
58_HARTLEPOOL_3889,58,3889,Wolfschmidt Vodka Plastic,750mL,1,6.49,6.49,1/5/2016,750,1,0.79,8352,LUXCO INC                  
73_DONCASTER_8622,73,8622,Dom Perignon,750mL,1,145.99,145.99,1/19/2016,750,2,0.11,8112,MOET HENNESSY USA INC      
11_CARDEND_37312,11,37312,Salmon Run NY Pnt Nr,750mL,1,13.99,13.99,2/11/2016,750,2,0.11,10754,PERFECTA WINES             
62_KILMARNOCK_41713,62,41713,Fish Eye Merlot,750mL,1,4.99,4.99,1/28/2016,750,2,0.11,9815,WINE GROUP INC             
44_PORTHCRAWL_1595,44,1595,Gentleman Jack,375mL,1,15.99,15.99,1/21/2016,375,1,0.39,1128,BROWN-FORMAN CORP          
69_MOUNTMEND_43872,69,43872,Joseph Carr Cab Svgn Napa,750mL,5,99.95,19.99,1/14/2016,750,2,0.56,4425,MARTIGNETTI COMPANIES
73_DONCASTER_1734,73,1734,Duggans Dew O Kirkintilloch,1.75L,12,275.88,22.99,1/29/2016,1750,1,22.05,2496,DUGGANS DISTILLED PRODUCTS 
50_MOUNTMEND_44337,50,44337,Irony Cab Svgn,750mL,1,12.99,12.99,1/8/2016,750,2,0.11,2242,DELICATO VINEYARDS INC     
55_DRY GULCH_35670,55,35670,Redwood Creek Svgn Bl Cal,1.5L,1,10.99,10.99,1/16/2016,1500,2,0.22,3252,E & J GALLO WINERY         
69_MOUNTMEND_3625,69,3625,Absolut 80 Proof,750mL,5,89.95,17.99,1/31/2016,750,1,3.94,17035,PERNOD RICARD USA          
68_SOLARIS_14706,68,14706,Cupcake Prosecco,750mL,12,125.88,10.49,1/27/2016,750,2,1.35,9815,WINE GROUP INC             
30_CULCHETH_1883,30,1883,Seagrams 7 Crown,1.75L,1,17.99,17.99,1/18/2016,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   
15_WANBORNE_854,15,854,Seagrams VO Canadian Whiskey,Liter,2,31.98,15.99,2/25/2016,1000,1,2.1,3960,DIAGEO NORTH AMERICA INC   
52_GRAYCOTT_3687,52,3687,Fleischmanns Royal Traveler,750mL,1,5.99,5.99,1/5/2016,750,1,0.79,660,SAZERAC NORTH AMERICA INC. 
15_WANBORNE_3104,15,3104,Smirnoff Whipped Cream,750mL,2,25.98,12.99,1/18/2016,750,1,1.57,3960,DIAGEO NORTH AMERICA INC   
24_PALPERROTH_5694,24,5694,Ice Box Mudslide,1.75L,1,9.99,9.99,1/2/2016,1750,1,1.84,8004,SAZERAC CO INC             
77_TAMWORTH_4932,77,4932,Arrow Ginger Brandy,750mL,1,5.99,5.99,1/29/2016,750,1,0.79,8352,LUXCO INC                  
4_EANVERNESS_27807,4,27807,Night Harvest Chard,750mL,1,4.99,4.99,1/31/2016,750,2,0.11,1392,CONSTELLATION BRANDS INC   
55_DRY GULCH_3997,55,3997,Hornitos Plata Tequila,750mL,1,19.99,19.99,1/22/2016,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    
34_PITMERDEN_23973,34,23973,Catena RSV Cab Svgn,750mL,2,33.98,16.99,1/9/2016,750,2,0.22,9552,M S WALKER INC             
21_BALERNO_5128,21,5128,Carolans Irish Cream,750mL,1,13.49,13.49,1/20/2016,750,1,0.79,11567,CAMPARI AMERICA            
